X,Y,OBJECTID,ID,STATUS,REASON,ROAD,DESCRIPTION,SUBURB,UPDATETIME,TMR,LOCATION,SOURCE,GlobalID
17032837,-3144996.567,237,BUR_009,Open,Flooded,Old Bay Road,near Palmridge Court,DECEPTION BAY,2022/02/27 15:30:00+00,0,"Old Bay Road near Palmridge Court, DECEPTION BAY",DWCP,0b499321-c7a7-4ffe-a9b5-b87685fd1976
17026676.58,-3134222.851,238,CAB_004,Open,Flooded,Esme Avenue, ,CABOOLTURE,2022/05/15 05:15:00+00,0,Esme Avenue,DWCP,69aec347-4ec0-47af-acc4-d9ff15a3836e
17029493.56,-3158115.88,239,LPR_077,Open,Flooded,Leis Parade,from Norfolk Avenue to Park entrance,LAWNTON,2022/03/03 19:00:00+00,0,"Leis Parade from Norfolk Avenue to park entrance, LAWNTON",DWCP,e7f8b82b-cdac-429b-917c-c80900b6733a
17009609.51,-3123793.279,240,STA_013,Open,Flooded,Keliher Road, ,DELANEYS CREEK,2022/05/12 16:00:00+00,0,"Keliher Road, DELANEYS CREEK",DWCP,d70c2051-7079-47a6-83ae-70c28ec5d935
17022818.27,-3167343.558,241,LPR_028,Open,Flooded,Bunya Road,at South Pine River ,DRAPER,2022/05/12 16:30:00+00,0,Bunya Road,DWCP,ec8d5887-37fa-49ba-9aaa-5b625e274e60
17050128.05,-3132756.184,242,BRI_010,Open,Flooded,Goodwin Drive,at Kangaroo Avenue,BONGAREE,2020/02/26 05:00:00+00,0,"Goodwin Drive at Kangaroo Avenue, BONGAREE",DWCP,391cff92-7539-47cc-8c7a-8b8058566fbf
17033464.76,-3145782.029,243,BUR_017,Open,Flooded,Old Bay Road,at Claverton Drive,DECEPTION BAY,2022/02/28 03:15:00+00,0,Old Bay Road,DWCP,74d5045e-68d4-4183-8df8-d06507c1838c
17018919.78,-3126338.042,244,CAB_031,Open,Flooded,Ziviani Road, ,WAMURAN,2022/05/14 19:00:00+00,0,"Ziviani Road, WAMURAN",DWCP,7d0eca11-e3b1-4b05-ae3a-d80c5bf413d8
17026587.14,-3157363.304,245,LPR_055,Open,Flooded,Youngs Crossing Road,near Protheroe Road,JOYNER,2022/02/28 07:30:00+00,0,Youngs Crossing Road,DWCP,721b01cb-5c9d-4b79-9c63-b73467bdf987
17028512.3,-3160772.554,246,LPR_076,Open,Flooded,Samsonvale Road,at John Davidson Park,STRATHPINE,2022/03/03 07:20:00+00,0,Samsonvale Road,DWCP,94ca9dba-bc74-4607-9a51-f8c36f28725c
17014852.26,-3137921.761,247,CAB_043,Open,Flooded,Caboolture River Road,at Five Pound Crossing,ROCKSBERG,2022/10/23 06:20:00+00,0,Caboolture River Road,DWCP,f9c055f1-5678-4e49-beb9-6d3e10264be1
17031627.74,-3141179.056,248,BUR_035,Open,Flooded,Bassett Road,near Uhlmann Road,BURPENGARY EAST,2020/02/26 05:00:00+00,0,"Bassett Road near Uhlmann Road, BURPENGARY EAST",DWCP,73ffd192-4567-4f50-af22-d998750e742f
17001942.8,-3151207.538,249,UPR_052,Open,Flooded,Dahls Crossing,,LACEYS CREEK,2022/10/24 00:00:00+00,0,"Dahls Crossing near Macadamia Drive, LACEYS CREEK",DWCP,166789f7-1271-4cff-bfab-0c96ebe5fc74
17017888.59,-3124662.743,250,CAB_017,Open,Flooded,Newlands Road,near Wiersma Road,WAMURAN,2022/05/12 15:30:00+00,0,"Newlands Road near Wiersma Road, WAMURAN",DWCP,db41da0e-3a24-495e-bac1-a2896d337c28
17029359.98,-3148132.436,251,HAY_028,Open,Flooded,Mackie Road,at Ryder Court intersection,NARANGBA,2020/02/26 05:00:00+00,0,Mackie Road,DWCP,72c2ca7c-f1b8-47b9-8497-92bdbb922810
17000154.86,-3124250.866,252,NEU_001,Open,Flooded,Dewhurts Road,,MOUNT DELANEY,2022/10/23 12:00:00+00,0,Dewhurts Road,DWCP,8277c446-83dc-46bf-938d-a88f36c1a261
17032128.09,-3141705.931,253,BUR_046,Open,Flooded,Bassett Road,near number 84,BURPENGARY EAST,2022/05/13 09:45:00+00,0,Bassett Road,DWCP,c82b10a8-9d2a-4be1-882d-4ea9563618cd
17035450.74,-3158186.849,254,LPR_065,Open,Flooded,Dohles Rocks Road,Esplanade,GRIFFIN,2022/03/03 06:20:00+00,0,"Dohles Rocks Rd Esplanade, GRIFFIN",DWCP,2b9b2b8d-b251-4a19-a7b0-0afe3ad927ea
17008765.84,-3147932.868,255,UPR_015,Open,Flooded,Strain Road, ,LACEYS CREEK,2022/05/18 07:00:00+00,0,Strain Road,DWCP,c20ec0c8-54e4-4e77-85d9-28e6284c216b
17013595.91,-3125515.24,256,CAB_062,Open,Flooded,J Lindsay Road,near Masters Road,BRACALBA,2022/05/11 17:30:00+00,0,"J Lindsay Road near Masters Road, BRACALBA",DWCP,ec471552-3e72-4dac-9e44-7a6fbd718bb5
17029426.42,-3165256.236,257,LPR_061,Open,Flooded,Cribb Road,at Leitchs Road,BRENDALE,2022/03/03 07:30:00+00,0,"Cribb Rd at Leitchs Rd, BRENDALE",DWCP,18ff02f2-ca76-49b4-9526-a71268f7d244
17019186.25,-3137195.287,258,CAB_010,Open,Flooded,Litherland Road, ,UPPER CABOOLTURE,2022/10/23 03:14:00+00,0,Litherland Road,DWCP,9292bbcd-6e5c-4fe0-b488-e933ab75d00a
17016752.16,-3164284.278,259,LPR_030,Open,Flooded,Old Mount Samson Road,at Mount Samson Road,CLOSEBURN,2022/05/14 19:30:00+00,0,Old Mount Samson Road,DWCP,20d61d62-3d24-4b98-a8ee-a15cae05c877
17003372.41,-3139379.617,260,UPR_028,Open,Flooded,Mount Brisbane Road,at North Pine River,MOUNT PLEASANT,2022/10/23 16:40:00+00,0,Mount Brisbane Road,DWCP,652ebc64-6b83-4de1-b8e3-290e89cb0bff
17012290.26,-3136389.599,261,CAB_024,Open,Flooded,W James Road,at Upper Crossing,ROCKSBERG,2022/10/23 06:28:00+00,0,"W James Road at Upper Crossing, ROCKSBERG",DWCP,ea9bdd5d-9679-4977-88ee-f24d48572abe
17012610.3,-3129337.095,262,CAB_056,Open,Flooded,Basin Road,at R Sampson Road,WAMURAN BASIN,2022/05/21 23:45:00+00,0,Basin Road,DWCP,4e7676a9-d2cf-4282-9e33-f5e0b791cef6
17021702.79,-3132210.781,263,CAB_053,Open,Flooded,Richards Court, ,BELLMERE,2022/05/13 10:00:00+00,0,Richards Court,DWCP,4c7ea3d6-83d9-430c-8f62-4784d6b325c8
17026274.22,-3134615.259,264,CAB_049,Open,Flooded,Centenary Lakes Road,Morayfield Entrance to Rugby League Entrance,CABOOLTURE,2022/10/23 06:31:00+00,0,Centenary Lakes Road,DWCP,31a35439-a038-4396-8283-5dd4c6d780e1
17018694.06,-3166592.699,265,LPR_082,Open,Flooded,Hansen Road,past Jennifer Close,YUGAR,2022/05/15 02:30:00+00,0,Hansen Road,DWCP,11f0bac4-0ad1-431d-956a-1e14ccfbde3e
17010709.03,-3156313.447,266,UPR_051,Open,Flooded,Pringles Road,near Farrow Road,KOBBLE CREEK,2022/05/15 01:00:00+00,0,Pringles Road,DWCP,9bfe0fa2-de52-4b25-a2ad-fbf939cb52eb
17011439.93,-3171461.78,267,LPR_014,Open,Flooded,Ryder Road,at Blue Gum Court,HIGHVALE,2022/10/23 21:25:00+00,0,Ryder Road,DWCP,ed5d7961-c0e1-40b7-aa2c-00bb1851b49d
17012600.45,-3129256.556,268,CAB_073,Open,Flooded,R Sampson Road,at Basin Road,WAMURAN BASIN,2022/05/15 12:00:00+00,0,R Sampson Road,DWCP,b463c7ae-d2b8-477b-b90d-2e72537cdc2f
17003206.5,-3139029.124,269,UPR_029,Open,Flooded,Mount Brisbane Road,at Chambers Road,MOUNT PLEASANT,2022/05/15 02:15:00+00,0,"Mount Brisbane Road at Chambers Road, MOUNT PLEASANT",DWCP,b33697d4-60c3-4691-976b-c81f1eb518d2
17007863.32,-3145891.069,270,UPR_002,Open,Flooded,Baker Road,at Laceys Creek,LACEYS CREEK,2022/05/16 23:00:00+00,0,Baker Road,DWCP,33a17734-4ac0-426e-a947-10943d53b42f
17012446.7,-3136644.561,271,CAB_100,Open,Flooded,W James Road,at Lower Crossing,ROCKSBERG,2022/10/23 06:26:00+00,0,"W James Road at Lower Crossing, ROCKSBERG",DWCP,75d21a9f-353e-4db6-a709-a58b7bf4690a
17004699.5,-3105765.56,272,STA_027,Open,Flooded,Bellthorpe Range Road,east of Campbell Road,BELLTHORPE,2022/05/15 11:45:00+00,0,"Bellthorpe Range Road east of Campbell Road, BELLTHORPE",DWCP,8f3889cc-5de4-420a-bb98-95fb811dcefe
17029275.29,-3173536.644,273,BCC_002,Open,Flooded,Camelia Avenue,at Galeola Street,EVERTON HILLS,2022/02/28 05:30:00+00,0,"Camelia Avenue at Galeola Street, EVERTON HILLS",DWCP,a37b7f5e-d968-4e9d-9305-ded93a283663
17005761.47,-3123198.697,274,STA_018,Open,Flooded,Newman Lane,near Banyak Suka Drive,DELANEYS CREEK,2022/05/14 21:30:00+00,0,"Newman Lane near Banyak Suka Drive, DELANEYS CREEK",DWCP,52f16734-cee7-468b-bb1c-96985df384d7
17012356.11,-3136468.945,275,CAB_078,Open,Flooded,W James Road,at Middle Crossing,ROCKSBERG,2022/10/23 06:00:00+00,0,"W James Road at Middle Crossing, ROCKSBERG",DWCP,ad550cbf-ae8c-49ac-b2e6-79edd57b5129
17021724.24,-3122137.897,276,PUM_009,Open,Flooded,Twin View Road,at Six Mile Creek,ELIMBAH,2020/02/26 05:00:00+00,0,Twin View Road,DWCP,c1cb4df9-c59e-489f-ac49-318d2296dfbb
17026871.08,-3144789.488,277,BUR_038,Open,Flooded,Burpengary Road,near Council depot,BURPENGARY,2020/02/26 05:00:00+00,0,"Burpengary Road near Council Depot, BURPENGARY",DWCP,51c68630-41f3-4c5d-b009-c21027f58138
17010936.13,-3150919.663,278,UPR_035,Open,Flooded,Armstrong Creek Road,at Creek Lane,ARMSTRONG CREEK,2020/02/26 05:00:00+00,0,"Armstrong Creek Road at Creek Lane, ARMSTRONG CREEK",DWCP,d46c0cd8-f3f8-4ea0-ad2a-040f4833f961
17013299.12,-3165741.132,279,LPR_032,Open,Flooded,Cedar Creek Road,at Halls Road,CEDAR CREEK,2022/05/12 23:45:00+00,0,"Cedar Creek Road at Halls Road, CEDAR CREEK",DWCP,7006287a-08d8-45ac-a137-aeb8d4cd4f1c
17048075.35,-3129194.589,280,BRI_009,Open,Flooded,Sunderland Drive,west of Avon,BANKSIA BEACH,2020/02/26 05:00:00+00,0,"Sunderland Drive west of Avon, BANKSIA BEACH",DWCP,2b01ce26-17a7-41e9-a1b1-fdf53c9ffe11
17027566.57,-3144163.166,281,BUR_023,Open,Flooded,Crendon Street, ,BURPENGARY,2020/02/26 05:00:00+00,0,Crendon Street,DWCP,537a480d-665b-4186-8e3f-8708d2a0b57f
17036804.14,-3150344.68,282,HAY_014,Open,Flooded,McGahey Street,at Hubner Drive,ROTHWELL,2022/02/27 23:00:00+00,0,McGahey Street,DWCP,b8fd5980-7a03-4a6b-a61a-dc4fccecc214
17030549.23,-3158862.344,283,LPR_068,Open,Flooded,Paisley Drive,at Lawnton Pocket Road,LAWNTON,2020/02/26 05:00:00+00,0,Paisley Drive,DWCP,fd8ba5c5-95d0-47ba-91fb-b182aecd7983
17029860.25,-3139129.643,284,CAB_086,Open,Flooded,Lund Road,at Coach Road East,BURPENGARY EAST,2020/02/26 05:00:00+00,0,Lund Road,DWCP,44bfec27-f24c-47ff-9da5-25f751c67fc4
17028520.03,-3158887.896,285,LPR_015,Open,Flooded,Todds Road,at Todds Gully,LAWNTON,2022/05/11 05:00:00+00,0,Todds Road,DWCP,fd927522-6bcd-482b-a1d3-ce6bbe6b7f78
17013865.38,-3130436.613,286,CAB_001,Open,Flooded,Campbells Pocket Road,at Basin Road,WAMURAN,2022/05/13 21:00:00+00,0,"Campbells Pocket Road at Basin Road, WAMURAN",DWCP,041d34d0-cd76-4e02-bcd4-e55470683e80
17050066.16,-3134627.06,287,BRI_008,Open,Flooded,Toorbul Street,outside RSL,BONGAREE,2022/03/03 05:20:00+00,0,"Toorbul Street outside RSL, BONGAREE",DWCP,ce713626-493a-434a-886a-8f397bae5e56
17024920.47,-3137325.903,288,CAB_025,Open,Flooded,Walkers Road,near Springwater Cr,MORAYFIELD,2022/02/26 16:30:00+00,0,"Walkers Road near Springwater Cr, MORAYFIELD",DWCP,fe80f3da-80df-46f6-9ba6-5dce16862ee5
17039240.78,-3136978.372,289,CAB_034,Open,Flooded,Campbell Parade,near Bishop Road -Water is over road . But is pas,BEACHMERE,2022/03/03 03:50:00+00,0,"Campbell Parade near Bishop Road, BEACHMERE",DWCP,740e8246-fa0e-46f9-b4a1-82a2e733dc0f
17034550.22,-3127884.308,290,PUM_001,Open,Flooded,Hume Road,,CABOOLTURE,2022/10/24 01:45:00+00,0,Hume Road,DWCP,775a884f-c2fd-4d35-9653-6978a8e6f400
17031069.69,-3153794.908,291,HAY_023,Open,Flooded,Brickworks Road,at intersection with Old Gympie Road,KALLANGUR,2022/03/03 07:00:00+00,0,Brickworks Road,DWCP,6cc0ec25-ef58-43a9-9ea2-00943247440e
17025532.84,-3142482.515,292,BUR_027,Open,Flooded,Hauton Road,near Rivergum Drive,MORAYFIELD,2020/02/26 05:00:00+00,0,"Hauton Road near Rivergum Drive, MORAYFIELD",DWCP,2bb08fd4-b56c-449f-9c06-0144846d7389
17033284.43,-3157844.183,293,LPR_074,Open,Flooded,Pine River Drive,at intersection with Castle Hill Drive,MURRUMBA DOWNS,2022/03/03 06:45:00+00,0,Pine River Drive,DWCP,1899fca6-241e-413a-b102-0db491a4238e
17030953.38,-3158781.521,294,LPR_056,Open,Flooded,Lawnton Pocket Road,at Walker Road,LAWNTON,2022/03/03 07:00:00+00,0,Lawnton Pocket Road,DWCP,0b947f20-064f-4c29-bfcc-c286ae9cd331
17027925.85,-3171936.181,295,BCC_004,Open,Flooded,Bunya Road,near Lemm Street,EVERTON HILLS,2020/02/26 05:00:00+00,0,"Bunya Road near Lemm Street, EVERTON HILLS",DWCP,94a053eb-ae84-48bd-99dc-8478511650d2
17030153.89,-3144924.481,296,BUR_003,Open,Flooded,Creek Road,near Eastern Service Rd,BURPENGARY EAST,2020/02/26 05:00:00+00,0,"Creek Road near Eastern Service Rd, BURPENGARY EAST",DWCP,09847840-c5d9-4676-b93a-be4213ad2fcb
17045970.22,-3127764.483,297,BRI_003,Open,Flooded,White Patch Esplanade, ,WHITE PATCH,2022/03/04 07:00:00+00,0,"White Patch Esplanade, WHITE PATCH",DWCP,9f4fb268-9a75-4462-b551-80aae132da7b
17023760.41,-3142508.029,298,BUR_015,Open,Flooded,Oakey Flat Road,near Williamson Road,MORAYFIELD,2022/02/27 05:30:00+00,0,Oakey Flat Road,DWCP,d6ce725a-0a64-4dd1-809d-ce41856be068
17027628.63,-3142245.887,299,BUR_004,Open,Flooded,Dale Street,at Susan Court,BURPENGARY,2022/02/27 13:30:00+00,0,"Dale Street at Susan Court, BURPENGARY",DWCP,940c9c5a-def0-4e1c-8d0a-06e64940eb37
17031200.35,-3155693.463,300,HAY_017,Open,Flooded,Dohles Rocks Road,at Clyde Street,KALLANGUR,2022/03/03 06:10:00+00,0,"Dohles Rocks Road at Clyde Street, KALLANGUR",DWCP,08073f56-b89a-4e3d-8fd7-730576d04c2d
17012860.65,-3149631.56,301,UPR_010,Open,Flooded,Juffs Road,near Banmore Court,DAYBORO,2020/02/26 05:00:00+00,0,"Juffs Road near Banmore Court, DAYBORO",DWCP,175f5721-2024-43fd-bb0f-47cebe2d499d
17027188.56,-3158716.512,302,LPR_071,Open,Flooded,Todds Road,outside number 205,LAWNTON,2022/03/03 06:15:00+00,0,Todds Road,DWCP,a47c557d-a4d1-4811-9ae8-8a4fafa0f60f
17004303.18,-3125323.76,303,NEU_004,Open,Flooded,Delaneys Creek Road,at Delaneys Creek,DELANEYS CREEK,2022/05/13 19:00:00+00,0,Delaneys Creek Road,DWCP,8dc64e48-911e-412c-a061-14c79ba5bdf0
17031494.98,-3159286.848,304,LPR_023,Open,Flooded,Bells Pocket Road,,LAWNTON,2022/10/23 07:00:00+00,0,Bells Pocket Road,DWCP,d8ffa15b-60df-4c66-835b-f3baa7cdc252
17003459.89,-3149293.825,305,UPR_041,Open,Flooded,Wirth Road,at Laceys Creek Road,LACEYS CREEK,2022/10/23 16:00:00+00,0,Wirth Road,DWCP,b59f049a-6876-4394-8834-7e9c0ab90989
17031779.75,-3155288.402,306,HAY_005,Open,Flooded,Goodfellows Road,near number 97,KALLANGUR,2022/03/03 06:40:00+00,0,Goodfellows Road,DWCP,58ab998d-dd94-4b95-961e-408f1bde29c4
17026206.56,-3150709.21,307,SID_003,Open,Flooded,Moore Road, ,KURWONGBAH,2022/10/23 09:20:00+00,0,Moore Road,DWCP,4e14a521-73d6-4071-9a19-45455c95990f
17026935.11,-3143614.782,308,BUR_025,Open,Flooded,Rowley Road,at Mahers Bridge,BURPENGARY,2022/05/11 07:00:00+00,0,"Rowley Road at Mahers Bridge, BURPENGARY",DWCP,97420ea0-9984-4777-afb7-e83da28b12c0
17013999.99,-3136793.526,309,CAB_039,Open,Flooded,Best Road,at Keillors Crossing,ROCKSBERG,2023/05/16 20:00:00+00,0,Best Road,DWCP,9a36636a-d868-4b53-8481-1f364b4885d0
17028386.87,-3173245.543,310,BCC_001,Open,Flooded,Maba Court, ,EVERTON HILLS,2020/02/26 05:00:00+00,0,"Maba Court, EVERTON HILLS",DWCP,d1009a27-8a09-4753-ac57-5140c3e7e3cc
17012771.85,-3108501.74,311,STA_025,Open,Flooded,Cove Road,,STANMORE,2022/10/24 17:30:00+00,0,Cove Road,DWCP,5ca989c1-94e5-4ee3-ad94-40cb9804f89a
17022556.9,-3128968.705,312,CAB_030,Open,Flooded,Williams Road,at Markwell Road,MOODLU,2022/05/12 13:45:00+00,0,Williams Road,DWCP,327b1292-bbb2-4225-9cef-4e1b8f20d273
17029861.83,-3153462.571,313,HAY_024,Open,Flooded,Marsden Road,near 193,KALLANGUR,2020/02/26 05:00:00+00,0,"Marsden Road near 193, KALLANGUR",DWCP,a202736a-974f-4a8d-8a10-dd3d63e01061
17013415.58,-3168320.242,314,LPR_052,Open,Flooded,Mayfield Road,#NAME?,SAMFORD VALLEY,2022/03/22 10:15:00+00,0,Mayfield Road,DWCP,e28537e1-f0e1-4245-9b59-d7c568b51b46
17012141.55,-3148117.117,315,UPR_021,Open,Flooded,McKenzie Street, ,DAYBORO,2020/02/26 05:00:00+00,0,"McKenzie Street, DAYBORO",DWCP,59eab3f8-ec57-40f9-879b-ea3a5c30c21b
16997858.44,-3111986.776,316,STA_024,Open,Flooded,Eaton Lane,,STONY CREEK,2022/05/15 06:30:00+00,0,"Eaton Lane, STONY CREEK",DWCP,6eab323e-d74f-4679-9d9d-8e8c6899f898
17015973.86,-3129219.681,317,CAB_055,Open,Flooded,Waterside Drive,at Campbells Pocket Road,WAMURAN,2022/05/12 15:45:00+00,0,"Waterside Drive at Campbells Pocket Road, WAMURAN",DWCP,4da75eaf-ca37-4589-9375-68c7484e850f
17030594.16,-3154512.326,318,HAY_021,Open,Flooded,Sylvester Drive,near Claragh Court,KALLANGUR,2022/03/03 07:05:00+00,0,"Sylvester Drive near Claragh Court, KALLANGUR",DWCP,ca4734fe-0e87-4db4-aea5-33d9fc234d33
17006420.58,-3115105.263,319,STA_019,Open,Flooded,Old Cove Road,at Blackrock Creek,WOODFORD,2022/10/25 18:00:00+00,0,Old Cove Road,DWCP,81c2617b-b39a-429d-a2c8-30f139944f8c
17016038.57,-3129058.668,320,CAB_046,Open,Flooded,Campbells Pocket Road,at Waterside Drive,WAMURAN,2022/05/14 20:45:00+00,0,"Campbells Pocket Road at Waterside Drive, WAMURAN",DWCP,95bc6723-b5b4-47be-a3ec-13e4b8dd470b
17009738.49,-3110821.423,321,STA_006,Open,Flooded,Cove Road,between Dunning Lane and Millwood Road,STANMORE,2022/05/16 11:30:00+00,0,Cove Road,DWCP,b2a8b594-c554-48e9-95e7-6e2bad9fd5ed
17014986.94,-3149730.662,322,UPR_017,Open,Flooded,Strong Road, ,DAYBORO,2022/05/14 22:15:00+00,0,Strong Road,DWCP,e63f6eb7-8a57-4db6-9666-2c5d8433cf97
17024555.34,-3146739.641,323,BUR_013,Open,Flooded,Oakey Flat Road,at Rifle Range Road,NARANGBA,2022/02/27 13:00:00+00,0,Oakey Flat Road,DWCP,956d9ef2-ffea-4aa1-9283-d4e585ba732e
17029959.83,-3145187.328,324,BUR_019,Open,Flooded,Eastern Service Road, ,DECEPTION BAY,2020/02/26 05:00:00+00,0,Eastern Service Road,DWCP,84b3c826-67bb-4395-aef3-830cff4ffd8e
17026620.15,-3136633.02,325,CAB_036,Open,Flooded,Visentin Road,near Underpass Road,MORAYFIELD,2022/10/23 13:05:00+00,0,Visentin Road,DWCP,404a3f71-b37b-435a-966f-30228cf0b5e3
17029591.4,-3136823.096,326,CAB_023,Open,Flooded,Trafalgar Drive,at Buchanan Road,MORAYFIELD,2022/05/11 08:55:00+00,0,"Trafalgar Drive at Buchanan Road, MORAYFIELD",DWCP,f730c17b-a80e-456f-97cc-1fd71a06db01
17012001.76,-3106119.412,327,STA_005,Open,Flooded,Commissioners Flat Road,at Stanley River,COMMISSIONERS FLAT,2022/05/15 06:00:00+00,0,"Commissioners Flat Road at Stanley River, COMMISSIONERS FLAT",DWCP,f96f18d4-935f-46f7-a144-8652031f61c1
17025366.7,-3161944.887,328,LPR_048,Open,Flooded,Kremzow Road,at Jacksonia Drive,WARNER,2022/03/02 19:30:00+00,0,Kremzow Road,DWCP,76469691-09c7-4f73-839a-85fd6ecc1cfc
17035249.06,-3150781.035,329,HAY_003,Open,Flooded,Chermside Road,between John Street and Kinsellas Road West,MANGO HILL,2023/01/10 01:45:00+00,0,Chermside Road,DWCP,a7ea3808-45ab-4f45-9fc4-a4acdec5a0f9
17013099.9,-3146655.187,330,UPR_007,Open,Flooded,Fingerboard Road,near Lyndhurst Road,DAYBORO,2022/05/14 02:30:00+00,0,"Fingerboard Road near Lyndhurst Road, DAYBORO",DWCP,00c385da-179a-476b-bf05-d53439742ccd
17022962.8,-3123317.486,331,PUM_006,Open,Flooded,Old Gympie Road,at Six Mile Creek,ELIMBAH,2022/10/26 04:00:00+00,0,Old Gympie Road,DWCP,039e2bd8-86f0-44bc-9913-c6cf37e0e570
17036468.12,-3158167.017,332,LPR_073,Open,Flooded,Dohles Rocks Road,Foreshore,GRIFFIN,2022/03/03 06:20:00+00,0,"Dohles Rocks Road Foreshore, GRIFFIN",DWCP,31fce072-83f0-43eb-a0fe-05733e7aba82
17022720.5,-3147574.754,333,SID_009,Open,Flooded,Browns Creek Road, ,NARANGBA,2022/10/23 09:41:00+00,0,Browns Creek Road,DWCP,b42e6a7f-78ae-4b25-b544-cb086e3ed60c
17021177.17,-3129198.198,334,CAB_027,Open,Flooded,Whittington Road, ,MOODLU,2022/10/22 16:07:00+00,0,Whittington Road,DWCP,87a53d96-9c92-40dc-a9bf-6c1c32463b40
17000650.7,-3152507.447,335,UPR_034,Open,Flooded,Laceys Creek Road,near Raynbird Creek Road,LACEYS CREEK,2022/05/18 07:00:00+00,0,Laceys Creek Road,DWCP,8a3c4b60-91bc-478d-b077-25c4ae46fc44
17011238.37,-3144289.164,336,UPR_046,Open,Flooded,Bond Road,at the creek,KING SCRUB,2022/10/23 09:00:00+00,0,Bond Road,DWCP,170ee815-cf49-4183-960b-be031aa540cf
17010514.48,-3165138.471,337,LPR_033,Open,Flooded,Cedar Creek Road,at Kirk Road,CEDAR CREEK,2022/05/14 23:15:00+00,0,Cedar Creek Road,DWCP,79739dea-1905-48c4-b8ca-0449857a3161
17016155.87,-3138688.055,338,CAB_047,Open,Flooded,Old North Road,at Zillmans Crossing,ROCKSBERG,2023/05/16 04:00:00+00,0,Old North Road,DWCP,a45445b5-ab58-4cd2-a4ea-b05ab07310c3
17018775.88,-3165882.838,339,LPR_029,Open,Flooded,Hansen Road,at Cedar Creek,CLOSEBURN,2022/10/24 21:47:00+00,0,Hansen Road,DWCP,65119c88-7dd5-4f0f-8a0a-f12dd74fd75b
17010635.03,-3149371.09,340,UPR_049,Open,Flooded,Juffs Road West,,DAYBORO,2022/10/23 21:00:00+00,0,Juffs Road West,DWCP,c45cd6c8-d36a-481d-9dda-e439326ec26c
17012781.21,-3165510.502,341,LPR_004,Open,Flooded,Curtis Road,,CEDAR CREEK,2022/10/24 01:00:00+00,0,Curtis Road,DWCP,b098e776-fbae-4581-803e-0b5c216a3adb
17006897.28,-3113552.384,342,STA_023,Open,Flooded,Cove Road,at Old Cove Road,WOODFORD,2022/07/24 22:30:00+00,0,Cove Road,DWCP,01c93a77-0a7b-4d0d-a9b2-9a43228e006e
17012238.54,-3148764.083,343,UPR_020,Open,Flooded,Laidlaw Street,at Dowling Street,DAYBORO,2022/02/26 17:00:00+00,0,"Laidlaw Street at Dowling Street, DAYBORO",DWCP,0f38ad43-6ef6-4377-871e-aa01d503e245
17039102.59,-3136793.762,344,CAB_058,Open,Flooded,Bishop Road,near Campbell Parade,BEACHMERE,2022/03/03 00:45:00+00,0,"Bishop Road near Campbell Parade, BEACHMERE",DWCP,64438403-9d3c-4a62-93b6-eb40bb55e24d
17014120.29,-3165541.731,345,LPR_006,Open,Flooded,Gordons Road,at upper crossing,CEDAR CREEK,2022/10/23 22:00:00+00,0,Gordons Road,DWCP,2062ab88-01b1-4e9e-9842-bc558f08b3b8
17010944.54,-3149803.477,346,UPR_013,Open,Flooded,Lees Crossing Road, ,DAYBORO,2022/10/25 20:30:00+00,0,Lees Crossing Road,DWCP,7c9cd98b-a00e-43e1-bbe9-d2d8379fe3ab
17006342.64,-3113329.178,347,STA_007,Open,Flooded,Cove Road,at Kilcoy-Beerwah Road,WOODFORD,2022/10/24 17:09:00+00,0,"Cove Road at Kilcoy-Beerwah Road, WOODFORD",DWCP,f05147e2-4bf0-40fe-ab84-d645d6faf4ec
17025974.01,-3128605.25,348,CAB_013,Open,Flooded,McConachy Road, ,ELIMBAH,2022/05/13 09:15:00+00,0,McConachy Road,DWCP,936e6df1-31fd-42da-b067-4f1ba617885a
17021600.31,-3122702.655,349,PUM_010,Open,Flooded,Williams Road,,ELIMBAH,2022/10/23 15:27:00+00,0,Williams Road,DWCP,1f9089f6-e155-4c0e-81a8-90f7ce9603aa
17003750.27,-3120443.167,350,STA_001,Open,Flooded,Batchelor Road,at Webb Road,WOODFORD,2022/02/27 11:00:00+00,0,"Batchelor Road at Webb Road, WOODFORD",DWCP,92d9f5bf-0f67-4acf-a36b-e006e174f6c3
17023380.78,-3155514.625,351,LPR_017,Open,Flooded,Whiteside Road,near Barnes Road,WHITESIDE,2022/02/28 09:45:00+00,0,"Whiteside Road near Barnes Road, WHITESIDE",DWCP,318e95b9-9f25-4fd8-a1ff-fcc833d63fd5
17012851.84,-3154630.511,352,UPR_037,Open,Flooded,Kobble Creek Road,at Pringles Road,KOBBLE CREEK,2022/10/25 03:55:00+00,0,Kobble Creek Road,DWCP,d1bae843-9db7-44e8-8852-b513c9a3482d
17012580.57,-3154761.573,353,UPR_023,Open,Flooded,Pringles Road,near Kobble Creek Road,KOBBLE CREEK,2022/05/23 09:45:00+00,0,Pringles Road,DWCP,5083ce58-bd33-48da-9908-a067add46c2e
17029773.35,-3139054.559,354,CAB_002,Open,Flooded,Coach Road East, ,BURPENGARY EAST,2022/05/11 01:00:00+00,0,"Coach Road East, BURPENGARY EAST",DWCP,030be346-6c3a-433a-8903-7c0faa73567a
